QKEY,INTERVIEW_START_W74,INTERVIEW_END_W74,DEVICE_TYPE_W74,LANG_W74,FORM_W74,TOPICINT_a_W74,TOPICINT_b_W74,TOPICINT_c_W74,TOPICINT_d_W74,TOPICINT_e_W74,INEQATTN_W74,RACECONV_W74,EDUCRACE_W74,MINBUS_W74,COMMDIV_W74,COVID_SCI6E_W74,NOCVACC_a_W74,NOCVACC_b_W74,NOCVACC_c_W74,NOCVACC_d_W74,VACCNCRN_a_W74,VACCNCRN_b_W74,VACCNCRN_c_W74,VACCNCRN_d_W74,VACCNFDT_W74,VACCDEV_W74,VACCHAPPEN_a_W74,VACCHAPPEN_b_W74,VACCHAPPEN_c_W74,RACESURV5_a_W74,RACESURV5_b_W74,RACESURV5_c_W74,RACESURV5_d_W74,RACESURV5_i_W74,RACESURV5_j_W74,RACESURV6_W74,RACESURV12_W74,RACESURV13_W74,RACATTN_W74,RACESURV28_a_W74,RACESURV28_b_W74,RACESURV28_c_W74,RACESURV28_d_W74,RACESURV28_f_W74,RACESURV28_g_W74,IMPPEOPLE_a_W74,IMPPEOPLE_b_W74,IMPPEOPLE_c_W74,IMPPEOPLE_d_W74,IMPPEOPLE_e_W74,IMPPEOPLE_f_W74,REDRACIALINEQ_a_W74,REDRACIALINEQ_b_W74,REDRACIALINEQ_c_W74,REDRACIALINEQ_d_W74,REDRACIALINEQ_e_W74,REDRACIALINEQ_f_W74,REDRACIALINEQOTH_M1,REDRACIALINEQOTH_M2,REDRACIALINEQOTH_M3,REDRACIALINEQOTH_REFUSED_W74,BLM_W74,RACECHNG_W74,IMPLIVES_W74,POLICYCHNG_W74,SNSUSE_W74,POSTRACE_W74,POSTMOTIVE_a_W74,POSTMOTIVE_b_W74,JOKE1_W74,CANCUL1_W74,CANCUL2_W74,SMPOLAD1_W74,SMPOLAD2_W74,AVOIDPT1_W74,AVOIDPT2_a_W74,AVOIDPT2_b_W74,AVOIDPT2_c_W74,AVOIDPT2_d_W74,AVOIDPT2_e_W74,PROB1a_W74,SMSUEOH_W74,OHCONS_a_W74,OHCONS_b_W74,OHCONS_c_W74,OHCONS_d_W74,OHCONS_e_W74,SMOH_W74,ON7_a_W74,ON7_b_W74,ON7_c_W74,ON7_d_W74,ON7_e_W74,ON7_h_W74,IDENTITY_a_W74,IDENTITY_c_W74,IDENTITY_d_W74,IDENTITY_e_W74,IDENTITY_f_W74,ON7REC_a_W74,ON7REC_b_W74,ON7REC_c_W74,ON7REC_d_W74,ON7REC_e_W74,ON7REC_h_W74,ON10_W74,ON12_a_W74,ON12_b_W74,ON12_e_W74,ON12_f_W74,ON12_g_W74,ON12_h_W74,YOU1_W74,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE2,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,RACATTN_W43,RACESURV5a_W43,RACESURV5b_W43,RACESURV5c_W43,RACESURV5d_W43,RACESURV5i_W43,RACESURV5j_W43,RACESURV6_W43,RACESURV12_W43,RACESURV13_W43,RACESURV28a_W43,RACESURV28b_W43,RACESURV28c_W43,RACESURV28d_W43,RACESURV28f_W43,RACESURV28g_W43,COVID_SCI6E_W67,WEIGHT_W43_W74,WEIGHT_W67_W74,WEIGHT_W74
201801119732,9/9/2020 17:03:36,9/9/2020 17:12:05,2,1,1,2,2,2,2,3,1,2,3,2,2,3,1,2,2,1, , , , ,2,1,2,3,2,3,3,3,3,2,3,1,3, ,1,3,3,3,3,3,3,2,2,2,4,3,2, , , , , , , , , ,0,4,3,2, ,1,4, , ,2,2,4,2,3,3,2,2,3,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,2,2,3,2,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,7,1,2,2,1,2,5,5,5,5, , ,1, , ,3,3,3,3,3,3,4,.639583986671484,1.14129830240738,1.10318690139503
201801119741,9/9/2020 18:40:37,9/9/2020 18:52:31,2,1,2,2,1,1,2,4,3,1,2,4,2,4,2,1,3,2, , , , ,2,1,2,2,2,5,5,5,5,2,5,1,1, ,1,3,3,3,3,3,3,3,4,4,4,4,2, , , , , , , , , ,0,4,3, ,2,1,2,2,2,99,99,2,3,4,2, , , , , ,2,2,3,3,3,3,4,3,1,2,2,2,1,2,2,2,1,2,2,1, , , ,2, ,5,1,2,2,2,2,2,1,1,3,6,3,2,3,2,2, ,1,1,1,1,1,1,1,1,1,5,1, ,1,1,5,1,2,2,2,1,5,2,5,2,2,5,1,1, ,3,3,3, ,3,3,3,.834104854218911,1.41592003002441,1.48346102663141
201801119884,9/10/2020 16:14:56,9/10/2020 16:34:41,1,1,2,1,1,1,1,2,1,4,4,4,2,4,1,3,3,3, , , , ,2,1,2,3,2,5,5,5,2,5,5,1,3, ,1,3,1,3,1,3,3,2,2,4,4,4,2, , , , , , , , , ,0,4,3, ,2,1,3,4,1,2,2,1,1,2,4,3,3,3,3,3,2,2,4,4,4,4,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,2,2,1,6,2, ,1,1,1,1,1,6,1,1,1,2,1, ,1,2,4,1,3,1,2,1,5,5,5,5, , ,1, , ,3,3,3,3,3,3,2,.357173981135074,.349054686268069,.345500982129715
201801119939,9/9/2020 21:23:38,9/9/2020 21:42:23,1,1,2,2,2,1,2,2,1,3,4,2,1,3,1,2,1,2, , , , ,1,2,2,1,2,5,2,5,5,5,3,1,3, ,1,3,3,3,1,3,3,1,1,2,4,2,2, , , , , , , , , ,0,2,3, ,2,1,2,2,1,1,99,1,3,4,3,2,1,2,2,2,1,2,1,2,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,2,1,1,6,2, ,1,4,4,1,1,1,1,1,1,1,3,1,1,2,6,1,3,1,1, , , , , , , , , , , , , , , , ,2, ,.369044981362894,.371467152475523
201801119943,9/9/2020 19:11:11,9/9/2020 19:28:38,2,1,1,1,1,1,2,1,1,3,2,1,1,4,1,2,1,1, , , , ,3,1,4,4,1,1,4,3,1,1,4,2,2,3,2,1,1,1,1,3,1,1,4,2,1,2,2,2,1,1,1,3,2,8, , ,1,1,2,1, ,1,2,2,2,1,1,4,1,4,4,3,3,3,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,2,2,1,6,2, ,1,2,2,1,1,1,1,1,1,2,2, ,2,3,6,1,3,1,2,2,2,2,2,2, , ,2, , ,1,1,1,1,3,1,4,.330563958221811,.648850168136717,.7659865762242
201801119950,9/11/2020 13:01:08,9/11/2020 13:13:13,1,1,2,3,3,3,2,2,3,3,4,3,2,4,2,1,3,2, , , , ,3,1,2,2,2,2,3,3,3,2,3,2,3, ,3,1,1,1,1,3,3,2,2,2,3,2,2, , , , , , , , , ,0,2,2, ,2,1,4, , ,99,1,4,1,3,4,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,3,1,1,5,2, ,1,1,1,1,1,1,1,1,1,3,1, ,1,1,9,1,2,2,2, , , , , , , , , , , , , , , , ,3, ,.400136640524177,.450433865886616
201801120037,9/13/2020 13:28:44,9/13/2020 13:41:52,2,1,2,3,3,3,3,4,3,2,4,4,4,3,3,2,3,1, , , , ,4,1,3,3,3,2,1,1,1,3,1,1,1, ,1,2,2,2,3,3,3,4,1,3,4,4,4, , , , , , , , , ,0,4,1, ,2,1,4, , ,2,1,4,1,1,4,3,3,3,3,3,3,2,4,4,4,4,4,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,1,1,6,2, ,1,1,1,1,1,3,1,1,1,2,1, ,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , ,2, ,.220526956728667,.254992773906441
201801120038,9/12/2020 14:37:36,9/12/2020 15:06:58,2,1,1,4,4,2,4,4,3,5,4,4,4,3,3,1,3,3, , , , ,4,1,4,3,4,5,5,5,5,5,5,2,3, ,3,3,3,3,3,3,3,4,4,4,4,4,4, , , , , , , , , ,0,4,3,2, ,2, , , ,1,2,4,3,4, , , , , , ,3,2,4,4,4,4,4,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,1,2,3,1,2, ,1,1,1,1,1,1,12, ,3,6,3,1,1,2,1,3,3,4,1,1,3,2,1,3, , ,1, , ,1,2,2,2,2,1,4,1.93035602819287,3.23004760650403,2.87739926996486
201801120040,9/9/2020 16:57:30,9/13/2020 4:32:12,2,1,1,2,1,2,2,2,3,2,2,4,3,2, , , , ,2,2,2,3,2,1,1,2,3,5,5,5,5,5,5,1,1, ,1,2,3,3,3,3,3,1,2,3,4,4,2, , , , , , , , , ,0,4,3,2, ,1,1,2,1,2,2,3,1,4,2, , , , , ,1,2,2,2,2,2,1,3,1,2,2,2,1,2,1,1,1,1,2,2, , , ,2, ,2,1,2,2,2,2,2,1,1,4,8,2,2,1,5,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,1,6,3,1,2,1,1,5,3,5,5,2,3,1,1, ,3,3,3, ,3,3,2,3.21549267043588,1.23872137107432,1.2092246937368
201801120082,9/9/2020 17:50:03,9/9/2020 18:08:14,2,1,2,2,2,2,2,2,3,4,4,4,2,1, , , , ,3,3,3,3,1,99,2,2,2,5,2,2,2,5,2,1,2,1,3,99,3,3,1,3,3,2,1,2,4,2,4,4,3,3,1,4,2,99, , ,1,3,2, ,1,99, , , ,1,2,4,99,4, , , , , , ,1,1,2,2,1,1,2,99,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,2,1,5,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,99,3,2,3,1,3,5,5,5,5,5,5,2,3, ,3,3,3, ,3,3,1,.70659698732118,.81669576209985,1.01893836334984
201801120195,9/10/2020 4:00:00,9/10/2020 4:32:35,3,1,2,2,1,2,1,3,1,3,2,2,1,2, , , , ,1,1,1,1,2,1,3,3,1,5,5,5,5,5,5,2,99, ,2,3,3,3,3,3,3,2,2,2,2,2,3, , , , , , , , , ,0,2,1, ,1,2, , , ,2,2,4,3,4, , , , , , ,2,2,4,2,4,3,4,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,1,99,99,2, ,1,1,1,1,1,2,1,2,1,5,4,1,1,9,1,3,99, ,2,1,4,5,4,3,1,4,2,99, ,1,1,3, ,99,3,2,.72189066270998,1.43080497694521,2.03250462406048
201801120235,9/10/2020 1:55:14,9/10/2020 2:12:30,2,1,1,2,3,2,1,3,1,4,2,3,2,3,1,3,3,2, , , , ,2,1,3,3,2,5,5,5,5,2,3,1,3, ,1,3,3,3,1,3,3,2,1,3,4,3,2, , , , , , , , , ,0,3,2,2, ,2, , , ,2,1,2,1,2, , , , , , ,1,2,1,3,2,2,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,1,2,1,6,2, ,1,1,1,1,1,1,1,1,1,1,4,1,1,2,8,1,3,1,1, , , , , , , , , , , , , , , , ,3, ,.474481535534568,.497737628053258
201801120249,9/9/2020 19:43:20,9/9/2020 19:53:04,1,1,1,3,3,4,1,4,1,4,3,4,3,3,2,3,3,1, , , , ,2,1,3,3,3,1,3,4,3,1,3,2,3, ,1,1,3,3,1,3,3,3,2,3,3,3,2, , , , , , , , , ,0,2,2,1, ,1,2,2,3,1,2,4,3,3,4,3,2,3,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,1,2,1,6,2, ,1,1,1,1,1,1,10, ,3,4,1, ,1,2,9,1,3,1,2, , , , , , , , , , , , , , , , ,3, ,.408729397284881,.439089248764322
201801120260,9/9/2020 18:51:23,9/9/2020 19:25:15,2,1,2,2,2,2,2,4,3,2,3,4,3,2, , , , ,1,2,2,2,2,1,3,2,2,1,4,4,3,1,4,1,2,3,1,1,3,1,1,3,3,3,2,2,4,4,3,4,2,2,2,4,3,98, , ,1,4,3, ,2,1,3,2,2,1,1,4,2,2,4,1,3,2,3,3,3,1,1,1,1,2,1,99,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,4,2,1,5,2, ,1,1,1,1,1,3,1,2,1,4,1, ,1,2,1,1,3,1,2,2,1,4,3,5, , ,2, , ,1,1,1,1,3,1,2,.291213053486309,.314369708428187,.393441979412389
201801120315,9/12/2020 18:15:22,9/12/2020 18:24:48,2,1,2,3,3,3,3,4,3,4,3,4,2,4,3,1,3,3, , , , ,4,1,3,3,2,5,5,5,5,5,5,2,3, ,1,3,3,3,3,3,3,3,2,4,4,3,3, , , , , , , , , ,0,4,3, ,2,1,4, , ,2,2,4,3,4,4,3,3,3,3,3,2,2,4,3,4,4,4,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,2,2,3,2,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,3,2,2,2,2,1,5,5,4,5, , ,1, , ,3,3,3,3,3,3,3,3.22088818202975,5.39129392212604,5.88761548188879
201801120319,9/9/2020 16:28:30,9/9/2020 16:39:58,1,1,1,2,1,1,1,2,3,2,2,2,3,3,1,3,3,1, , , , ,2,1,3,3,2,2,3,3,3,2,3,2,3, ,3,3,3,3,1,3,3,1,3,2,2,2,2, , , , , , , , , ,0,2,2,1, ,2, , , ,1,1,3,3,4, , , , , , ,2,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,1,5,2, ,1,1,1,1,1,1,1,1,1,1,3,2,2,3,5,1,3,2,1,2,1,5,5,3, , ,2, , ,3,3,3,1,1,3,1,.582519955836712,.618495913340782,.666192433678578
201801120334,9/10/2020 10:28:06,9/10/2020 10:39:53,2,1,2,4,4,1,2,4,1,2,3,1,2,1, , , , ,2,3,2,2,4,1,4,4,1,5,1,5,5,5,5,1,1, ,1,3,3,3,3,3,3,4,4,4,4,4,2, , , , , , , , , ,0,4,3, ,2,2, , , ,2,2,4,3,4, , , , , , ,3,2,4,4,4,2,4,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2, ,2, ,4,2,2,1,2,1,2,2,2,3,6,2,1,3,2,2, ,1,1,1,1,1,2,10, ,3,6,3,2,2,3,4,1,3,1,2,1,1,4,1,1, , ,1, , ,2,1,3,3,3,3, ,.948213114713179, ,2.32724354034247
201801120453,9/9/2020 19:29:28,9/9/2020 19:35:53,2,1,2,4,3,2,4,4,3,5,1,2,1,4,1,2,1,1, , , , ,3,1,1,3,1,1,1,1,1,1,1,2,3, ,3,3,3,3,3,3,3,4,4,4,4,2,2, , , , , , , , , ,0,2,3, ,1,1,1,2,2,2,1,2,2,3,2, , , , , ,2,1,4,4,4,4,4,3,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,3,6,2,2,2,3,2, ,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,3,1,2, , , , , , , , , , , , , , , , ,3, ,1.37774637759866,1.49423315411844
201801120524,9/9/2020 21:57:34,9/9/2020 22:14:43,2,1,2,3,1,2,1,2,2,2,3,2,2,4,1,3,3,1, , , , ,2,1,2,2,2,2,5,2,2,2,3,1,3, ,1,3,3,3,3,1,3,2,1,2,3,2,2, , , , , , , , , ,0,4,1, ,2,1,4, , ,2,1,4,1,2,3,2,2,1,3,3,2,2,3,2,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,4,1,2,3,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,1,4,1,2,2,1, , , , , , , , , , , , , , , , ,2, ,.673104849821975,.690748713373159
201801120543,9/10/2020 12:53:21,9/10/2020 13:21:14,1,1,1,2,1,2,2,3,2,3,3,4,3,2, , , , ,2,2,1,3,1,2,1,2,3,3,2,5,5,5,5,1,3, ,1,2,3,3,3,3,3,4,2,4,4,4,4, , , , , , , , , ,0,4,3,2, ,1,3,4,4,1,2,4,1,4,2, , , , , ,2,2,1,2,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , ,5,1,2,2,2,2,2,1,2,3,6,3,2,2,3,2, ,1,1,1,1,1,3,1,1,1,1,1, ,1,1,3,1,2,2,1,1,4,1,2,5,5,2,1,3, ,2,3,3, ,3,3,1,.277119773163049,.659761419973769,.644781551152801
201801120578,9/11/2020 1:24:02,9/11/2020 22:26:16,2,1,1,3,4,3,3,4,3,2,4,4,2,1, , , , ,1,2,3,3,2,2,3,1,2,5,5,5,5,5,5,1,3, ,1,1,3,3,1,3,3,2,4,2,2,3,4, , , , , , , , , ,0,3,2,1, ,1,2,4,4,2,1,4,3,3,4,3,1,1,3,3,1,2,2,2,2,2,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,2,2,3,2,2, ,1,1,1,1,1,4,12, ,3,2,3,99,9,9,1,2,3,1,2,2,2,3,4,2,2,3,1,3, ,3,1,1, ,3,3,1,1.06075631977095,2.11465998779421,2.07209033391813
201801120596,9/10/2020 11:40:59,9/10/2020 11:51:04,1,1,1,2,2,1,2,3,3,5,4,4,2,1, , , , ,3,3,3,3,2,1,2,3,2,5,3,5,5,3,3,1,3, ,1,3,3,3,3,3,3,4,4,4,4,4,4, , , , , , , , , ,0,4,1,2, ,2, , , ,2,2,2,3,4, , , , , , ,1,2,1,4,4,4,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,4,1,1,5,2, ,1,1,1,1,1,1,12, ,3,5,3,1,1,2,4,1,3,3,2, , , , , , , , , , , , , , , , ,1, ,.36864610984571,.430126490771638
201801120804,9/10/2020 1:53:46,9/10/2020 2:03:18,1,1,2,3,2,2,2,4,3,2,2,3,1,4,3,1,3,3, , , , ,3,99,2,3,2,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,2,1,3,4,4,3, , , , , , , , , ,0,4,3, ,2,1,99, , ,2,2,4,3,4,4,3,3,1,1,2,1,2,4,2,1,2,4,3,2,2,2,2,1,2,2,2,1,2,1, , , , , , ,3,1,2,2,2,2,2,3,2,3,6,4,2,1,5,2, ,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,3,3,1, , , , , , , , , , , , , , , , ,2, ,.840895342115176,1.015666651125
201801120820,9/9/2020 17:02:22,9/9/2020 17:12:52,2,1,2,2,2,2,1,4,1,2,3,3,2,2, , , , ,1,1,2,2,2,1,3,3,2,2,3,3,5,2,3,1,3, ,3,3,3,1,1,3,3,2,2,3,4,3,2, , , , , , , , , ,0,2,1, ,1,1,2,2,3,2,2,2,2,3,3,3,2,3,3,3,1,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,1,2,2, , , , , , ,5,1,2,1,2,2,2,2,1,3,6,2,1,3,2,2, ,1,4,4,1,1,1,12, ,3,6,4,1,1,2,3,2,3,2,2,1,2,3,3,5,5,3,1,3, ,3,3,1, ,3,3,2,2.54931176749676,3.95536849340511,2.91139301150936
201801120843,9/9/2020 19:05:55,9/9/2020 19:27:39,1,1,1,4,2,1,4,2,2,4,4,4,2,4,1,2,3,3, , , , ,2,1,4,3,1,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,4,3,4,4,4,4, , , , , , , , , ,0,4,3,2, ,1,2,3,1,2,2,2,3,4,4,3,2,1,1,1,1,1,1,2,3,3,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,2,1,2,4,2, ,1,3,5,1,1,1,1,1,1,2,1, ,1,2,8,1,3,1,2,1,5,5,5,5, , ,1, , ,3,3,3,3,3,3,3,1.12385522283167,1.35527541562346,1.53402981250781
201801120846,9/10/2020 3:23:45,9/10/2020 3:39:36,2,1,2,4,99,1,1,2,3,4,3,99,4,4,1,1,1,3, , , , ,4,1,3,4,2,2,2,1,5,1,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,2, , , , , , , , , ,0,2,1, ,1,1,4, , ,99,1,4,3,2,3,3,2,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,3,2,2,3,2, ,1,2,2,1,1,5,12, ,3,2,2, ,2,3,1,1,1,1,2,3,5,3,3,5, , ,2, , ,1,1,1,1,1,1,4,.140362519582641,.27526560322531,.290816878848998
201801120973,9/9/2020 23:21:02,9/9/2020 23:36:01,2,1,1,2,2,1,1,4,1,3,4,4,3,3,1,3,3,1, , , , ,2,1,2,3,2,1,3,3,2,2,3,1,1, ,1,2,3,3,3,3,3,4,4,3,4,4,3, , , , , , , , , ,0,4,2,2, ,1,4, , ,2,1,4,3,4,3,3,2,3,2,2,1,1,1,3,1,1,1,4,99,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,2,2,1,6,2, ,1,1,1,1,1,3,12, ,3,5,1, ,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , ,1, ,.343677095757973,.366928721544698
201801120983,9/9/2020 17:19:19,9/9/2020 17:31:16,2,1,1,1,1,1,1,2,3,2,3,4,1,4,2,1,3,3, , , , ,2,1,2,2,2,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,4,3,4,4,4,3, , , , , , , , , ,0,4,3,2, ,1,4, , ,2,1,2,1,4,1, , , , , ,1,1,2,2,2,2,2,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,1,3,2,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,2,1,1,5,5,5,5, , ,1, , ,3,3,3,3,3,3,4,7.89385744832721,2.75858433351614,2.63116469592846
201801120993,9/10/2020 21:03:00,9/10/2020 21:20:08,3,1,2,2,1,2,1,2,3,5,3,2,1,1, , , , ,3,2,3,3,2,1,2,3,2,5,5,5,5,1,3,1,3, ,1,3,3,3,3,3,3,1,1,2,3,4,4, , , , , , , , , ,0,3,3, ,2,2, , , ,2,2,3,1,2, , , , , , ,2,2,2,2,4,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,2,2,3,2,2, ,1,1,1,1,1,4,1,1,1,3,1, ,1,2,1,1,3, ,1,1,5,5,5,5,1,5,1,2,1,3,3,3, ,3,3,2,.497413099315575,.914283265963397,1.03464005471188
201801121032,9/9/2020 17:34:37,9/9/2020 17:42:21,2,1,1,1,2,2,1,4,1,5,2,2,1,2, , , , ,1,3,3,2,99,99,3,3,99,1,3,4,4,1,3,2,99, ,99,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , ,0,1,1,99, ,1,99, , ,99,1,1,3,99,2, , , , , ,1,99,1,2,2,3,3,3,2,2,2,1,2,1,1,2,2,2,2, , , ,2, ,1,2,1,2,2,2,1,2,2,1,3,6,1,3,2,4,2, ,1,1,1,1,1,1,12, ,3,5,4,2,2,4,1,3,5,1,2,3,1,4,4,2,1,3,2,2,2,1,1,1, ,1,1,2,1.93923975948888,2.12911122819072,2.07537992569711
201801121063,9/11/2020 17:05:37,9/11/2020 17:30:59,3,1,1,3,3,2,2,2,3,5,4,3,2,1, , , , ,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,99,1,1,1,1,1,1,1, , , ,99,3,1,1, ,2, , , ,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,2,2,3,1,2, ,1,2,2,1,1,6,1,2,1,3,2, ,2,3,1,1,3, ,2, , , , , , , , , , , , , , , , ,2, ,3.32266706251907,3.97982312404645
201801121079,9/9/2020 16:54:11,9/9/2020 17:07:27,2,1,1,1,2,1,2,4,1,2,2,3,2,2, , , , ,2,1,2,1,2,1,3,3,1,1,4,3,2,1,4,2,3, ,1,1,3,3,1,3,1,1,2,2,3,2,1, , , , , , , , , ,0,2,1,1, ,1,2,2,1,1,2,1,3,3,3,1,1,2,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,5,2, ,1,1,1,1,1,1,1,2,1,6,4,1,1,2,2,3,4,1,1,1,1,4,3,2, , ,1, , ,3,1,3,3,3,3,1,.878536055506438,1.13590259769901,1.13322444424791
201801121112,9/11/2020 16:49:58,9/11/2020 17:03:30,2,1,2,1,2,1,1,2,1,2,2,2,2,3,1,2,3,1, , , , ,2,1,2,3,1,5,5,5,5,5,5,1,3, ,2,3,3,3,1,3,3,1,3,2,4,2,2, , , , , , , , , ,0,4,1, ,1,1,2,2,2,2,2,3,3,3,3,1,1,1,1,3,1,2,1,1,1,1,2,3,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1, ,3,1,2,2,2,2,2,1,1,3,6,1,2,2,4,2, ,1,1,1,1,1,1,2,1,2,5,3,2,2,3,2,1,3,1,1,2,5,5,3,5,2,3,2,3, ,3,3,3, ,3,3,4,1.10393481510477,1.13884600016299,.961639366934178
201801121301,9/11/2020 17:24:39,9/11/2020 17:44:49,2,1,1,2,2,2,2,4,1,5,3,2,3,2, , , , ,2,3,3,3,2,2,3,2,2,5,2,3,3,1,3,1,3, ,1,2,3,3,3,3,3,2,4,2,4,2,3, , , , , , , , , ,0,4,2,2, ,1,4, , ,2,2,4,3,4,3,3,3,3,3,3,1,2,1,3,1,3,1,3,1,2,2,1,2,1,1,2,2,2,2,2, , ,2, ,1,3,2,2,1,2,2,1,1,2,3,6,4,2,1,6,2, ,1,1,1,1,1,1,1,1,1,4,1, ,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , ,2, ,.763126884569439,.796550485953288
201801121303,9/10/2020 19:29:07,9/10/2020 19:44:57,1,1,2,2,2,2,2,4,3,1,3,4,2,3,1,3,3,1, , , , ,2,1,3,3,1,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,4,3,4,4,4,4, , , , , , , , , ,0,4,3, ,2,1,3,3,4,2,2,4,3,4,4,3,2,1,3,1,1,2,1,3,2,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,2,3,2,2, ,1,1,1,1,1,3,1,2,1,5,1, ,1,1,2,1,2,1,2,1,5,2,4,3, , ,1, , ,1,3,3,1,3,3,1,.314985526016496,.62003317172658,.694311516042225
201801121337,9/9/2020 22:48:57,9/9/2020 23:07:50,2,1,2,1,2,2,2,4,1,4,3,2,4,3,1,3,1,1, , , , ,2,1,2,3,2,1,4,5,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,3,3,99, , ,1,1,2, ,2,1,2,1,2,2,1,4,1,2,3,2,3,3,1,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,5,3,2,1,6,2, ,1,2,2,1,1,4,1,1,1,3,2, ,2,4,4,1,4,1,1,2,1,3,2,2,1,3,2,2,3,1,3,1, ,3,3,2,.225524903762668,.488282244963306,.573671471792398
